0.769853	0.785828	0.764837	0.762836	0.757933	0.765015
0.764399	0.766907	0.762454	0.762219	0.761140	0.763975
0.764120	0.764856	0.763409	0.759129	0.758874	0.786017
0.767046	0.766531	0.763449	0.759654	0.758654	0.762073
0.768285	0.768334	0.760809	0.761091	0.757329	0.779797
0.770313	0.765743	0.761813	0.758468	0.758240	0.757004
0.766188	0.773496	0.763370	0.764221	0.758970	0.756975
0.764146	0.771264	0.760819	0.767163	0.756132	0.771663
0.774688	0.780601	0.771360	0.768746	0.765383	0.774720
0.766416	0.772100	0.764771	0.758414	0.763933	0.771863
0.765241	0.773563	0.766486	0.760893	0.761071	0.772165
0.764110	0.772416	0.769537	0.765279	0.760992	0.762536
0.765600	0.768876	0.766425	0.760024	0.759988	0.758047
0.764749	0.767476	0.767481	0.759170	0.762162	0.759333
0.766190	0.764159	0.772463	0.760705	0.761441	0.758209
0.764933	0.769670	0.776115	0.761878	0.760260	0.756258
0.765990	0.768111	0.766308	0.760330	0.758889	0.782718
0.773426	0.774844	0.773369	0.761753	0.762975	0.761509
0.764629	0.766210	0.767954	0.766605	0.759261	0.772885
0.764430	0.765331	0.764528	0.764789	0.759426	0.757205
0.765796	0.764843	0.764648	0.771476	0.761539	0.770655
0.765973	0.766398	0.761475	0.770106	0.762848	0.765914
0.764186	0.765705	0.763289	0.768562	0.763922	0.775932
0.765196	0.765493	0.763166	0.767350	0.759267	0.775754
0.774071	0.772683	0.771402	0.777078	0.767029	0.772095
0.765810	0.763664	0.764270	0.765614	0.771902	0.767499
0.765551	0.763985	0.761819	0.763513	0.761741	0.766018
0.765609	0.776239	0.763790	0.765409	0.763701	0.766571
0.766842	0.764714	0.763490	0.761991	0.770957	0.759304
0.775523	0.768212	0.763591	0.761505	0.769449	0.761752
0.764571	0.766639	0.763586	0.759306	0.768441	0.764737
0.764923	0.774370	0.769717	0.766153	0.769395	0.769788
0.772969	0.773770	0.772834	0.767591	0.771079	0.766274
0.764909	0.766232	0.762562	0.759695	0.763142	0.762006
0.776710	0.771897	0.773586	0.768377	0.771790	0.781553
0.774821	0.772592	0.772203	0.767990	0.771362	0.770552
0.764260	0.765911	0.761511	0.759965	0.763442	0.764024
0.766129	0.763658	0.763337	0.764892	0.758741	0.791222
0.765677	0.765415	0.764486	0.761265	0.758728	0.765842
0.765969	0.767008	0.764261	0.758176	0.761036	0.780297
0.763839	0.765114	0.764604	0.762558	0.761266	0.764752
0.765242	0.764664	0.764258	0.760060	0.762180	0.760149
0.767454	0.765822	0.764059	0.763756	0.761877	0.773107
0.766394	0.766588	0.763671	0.759405	0.761250	0.767029
0.768406	0.764558	0.762217	0.758991	0.757187	0.769125
0.778087	0.775931	0.761162	0.762698	0.760399	0.768088
0.767004	0.774909	0.760191	0.764661	0.764524	0.770816
0.775956	0.780259	0.763363	0.761793	0.760360	0.761611
0.767460	0.771285	0.770903	0.769418	0.766892	0.771494
0.771791	0.770923	0.766409	0.759076	0.761779	0.757607
0.767616	0.772683	0.764114	0.761100	0.759040	0.758079
0.766789	0.771702	0.766566	0.760508	0.759869	0.758484
0.767738	0.769340	0.767061	0.760555	0.759791	0.757301
0.766587	0.766853	0.768120	0.763137	0.760970	0.759021
0.766517	0.765472	0.771723	0.759672	0.756286	0.775944
0.775915	0.774687	0.776885	0.771263	0.763990	0.768499
0.775270	0.772942	0.775959	0.767711	0.768389	0.782945
0.779738	0.767256	0.768935	0.760984	0.758059	0.755917
0.768643	0.764758	0.769314	0.759946	0.759096	0.771189
0.764669	0.765000	0.765521	0.759827	0.758082	0.763499
0.765718	0.763473	0.766050	0.762854	0.759864	0.769178
0.765433	0.765018	0.759533	0.770716	0.756398	0.770040
0.767569	0.763978	0.766073	0.764868	0.759621	0.767487
0.768489	0.763831	0.761311	0.764545	0.760217	0.759057
0.764302	0.764537	0.759216	0.767069	0.761300	0.758748
0.764566	0.765826	0.762257	0.768829	0.767649	0.756990
0.763886	0.763934	0.761780	0.758243	0.761767	0.757581
0.774859	0.772637	0.768528	0.767698	0.772703	0.767928
0.764296	0.766380	0.760714	0.758029	0.762664	0.760215
0.765533	0.763643	0.760407	0.761762	0.762002	0.776720
0.763916	0.766026	0.760341	0.757296	0.753770	0.761333
0.776096	0.763762	0.760484	0.760722	0.754844	0.780864
0.763974	0.763701	0.759852	0.769234	0.757687	0.767265
0.764567	0.763679	0.763912	0.757113	0.754973	0.772996
0.765278	0.763900	0.760008	0.764858	0.757876	0.771299
0.768470	0.762627	0.762999	0.757600	0.757292	0.765402
0.769833	0.763507	0.763152	0.768344	0.759413	0.767073
0.776369	0.770868	0.768083	0.767066	0.763653	0.775022
0.767371	0.763798	0.761758	0.758670	0.758788	0.761409
0.768568	0.765573	0.760461	0.757360	0.754580	0.756765
0.769653	0.763941	0.761740	0.756840	0.757710	0.755581
0.773437	0.763919	0.762418	0.757820	0.757337	0.758282
0.784754	0.763110	0.760072	0.760988	0.755611	0.754131
0.780689	0.768524	0.759185	0.761704	0.756993	0.772459
0.772555	0.765622	0.759795	0.761343	0.754226	0.758178
0.768150	0.765929	0.762055	0.758281	0.757130	0.770562
0.765933	0.769074	0.759509	0.760926	0.761086	0.762388
0.764256	0.772954	0.760886	0.758680	0.754203	0.767243
0.769288	0.769971	0.761702	0.758587	0.757269	0.762809
0.767181	0.771429	0.761177	0.761885	0.755275	0.764327
0.765762	0.768601	0.764656	0.758759	0.757412	0.758216
0.764965	0.768425	0.764511	0.760236	0.758408	0.758471
0.765637	0.765602	0.765502	0.756879	0.756679	0.754265
0.765737	0.761805	0.768984	0.756004	0.761074	0.757879
0.765917	0.761895	0.767408	0.760421	0.759916	0.773092
0.763901	0.763351	0.764658	0.762760	0.755089	0.758879
0.763708	0.766801	0.763403	0.763924	0.756531	0.776352
0.773968	0.768364	0.766679	0.761928	0.758894	0.760954
0.764307	0.763521	0.759367	0.766051	0.758615	0.754767
0.765685	0.762202	0.759982	0.768990	0.763044	0.778299
