0.920728	0.909766	0.900914	0.896423	0.897521	0.900643
0.916570	0.906921	0.899815	0.896020	0.916487	0.898816
0.914526	0.909271	0.900113	0.901608	0.910038	0.903926
0.923101	0.910715	0.898855	0.897264	0.919043	0.897330
0.916165	0.903047	0.899084	0.898803	0.908019	0.896645
0.913193	0.907599	0.902097	0.899089	0.911773	0.898189
0.928331	0.918897	0.907926	0.906464	0.922292	0.912709
0.928196	0.916627	0.906442	0.901213	0.923917	0.909093
0.917018	0.902986	0.902476	0.904417	0.912565	0.896564
0.915009	0.908308	0.898385	0.897043	0.919047	0.896082
0.916718	0.907586	0.901998	0.897637	0.911371	0.899611
0.913898	0.907356	0.901275	0.898957	0.908660	0.897507
0.918615	0.906152	0.897904	0.896252	0.911389	0.899435
0.915585	0.905597	0.898441	0.897201	0.913675	0.897217
0.923410	0.914770	0.906339	0.897498	0.915900	0.895166
0.915454	0.904579	0.899990	0.896997	0.913443	0.898749
0.914027	0.905322	0.899914	0.896873	0.917656	0.895925
0.912670	0.907314	0.899412	0.895276	0.916580	0.897116
0.924600	0.906084	0.899785	0.899416	0.913492	0.898392
0.923320	0.911359	0.902424	0.912174	0.908134	0.894595
0.913829	0.905863	0.899399	0.895781	0.918298	0.895171
0.916024	0.909773	0.898003	0.894960	0.909834	0.902755
0.914208	0.906748	0.900405	0.898065	0.912488	0.903364
0.914506	0.907707	0.898891	0.895057	0.913533	0.899522
0.918276	0.909252	0.897429	0.900735	0.917700	0.898115
0.914303	0.907734	0.901355	0.895222	0.916050	0.896885
0.914861	0.908222	0.899528	0.896876	0.909669	0.896808
0.912679	0.909386	0.900247	0.902637	0.912118	0.895756
0.913808	0.908060	0.899435	0.898039	0.912415	0.894833
0.914958	0.903068	0.902894	0.894804	0.921452	0.899937
0.918529	0.910667	0.902467	0.895206	0.914806	0.897968
0.914223	0.907703	0.898141	0.894252	0.921342	0.904052
0.914624	0.906693	0.900375	0.897875	0.920105	0.896265
0.913340	0.905942	0.900037	0.899353	0.913991	0.896633
0.913739	0.905153	0.900887	0.897658	0.923422	0.896722
0.924928	0.912522	0.908075	0.913739	0.914908	0.911385
0.913367	0.907161	0.899294	0.899073	0.917153	0.898957
0.914171	0.909017	0.897783	0.898504	0.908496	0.896782
0.912881	0.909016	0.899249	0.899479	0.918477	0.895825
0.914635	0.907910	0.902108	0.896345	0.910667	0.896315
0.913399	0.905768	0.899920	0.898111	0.917505	0.898449
0.922985	0.908549	0.897520	0.898322	0.911400	0.898058
0.914395	0.907738	0.900295	0.895441	0.910042	0.897649
0.912405	0.909306	0.897415	0.897823	0.918353	0.900226
0.915330	0.904401	0.899555	0.897540	0.913665	0.898839
0.920138	0.907524	0.899865	0.897284	0.911313	0.903807
0.907182	0.907700	0.897971	0.904725	0.919322	0.898789
0.911608	0.911664	0.903668	0.898995	0.914511	0.896692
0.918140	0.903790	0.899390	0.896035	0.917564	0.906610
0.915733	0.905463	0.900378	0.898172	0.923805	0.901556
0.922665	0.914259	0.901042	0.895263	0.914126	0.902119
0.915181	0.905606	0.901203	0.898096	0.924906	0.896420
0.917614	0.907197	0.900238	0.896998	0.915835	0.902199
0.915448	0.904018	0.899399	0.896056	0.915517	0.900827
0.917555	0.904139	0.908968	0.897206	0.909360	0.897265
0.916252	0.910655	0.899583	0.905054	0.917395	0.899831
0.914603	0.906750	0.898874	0.899309	0.913080	0.899681
0.914258	0.903725	0.897415	0.895439	0.918562	0.897430
0.919401	0.904468	0.899759	0.898464	0.918118	0.911467
0.914692	0.910367	0.899568	0.898784	0.920627	0.898672
0.926578	0.909706	0.903980	0.897294	0.915066	0.900670
0.914240	0.906971	0.898116	0.897817	0.922620	0.895779
0.915254	0.906285	0.900686	0.899009	0.913552	0.900843
0.913694	0.904369	0.899921	0.899590	0.914031	0.902396
0.918550	0.903861	0.901383	0.898699	0.921792	0.898544
0.913922	0.908985	0.898303	0.898578	0.920729	0.895406
0.916293	0.906896	0.898612	0.896301	0.917487	0.896404
0.915165	0.905655	0.899614	0.894784	0.914505	0.895520
0.913936	0.901634	0.903978	0.897066	0.915485	0.898966
0.924924	0.915564	0.910788	0.906018	0.927656	0.909721
0.925475	0.912220	0.907101	0.903791	0.929460	0.908239
0.913743	0.910952	0.898763	0.900257	0.911184	0.895111
0.914168	0.908324	0.910015	0.900686	0.910752	0.896203
0.923532	0.912117	0.909201	0.904240	0.923990	0.905613
0.913001	0.907118	0.901351	0.894107	0.918387	0.899410
0.913929	0.907852	0.901080	0.898889	0.915100	0.907449
0.915310	0.907923	0.897894	0.901942	0.910900	0.899334
0.915255	0.907358	0.899871	0.897930	0.917090	0.898741
0.918961	0.907954	0.897966	0.897935	0.915010	0.897071
0.913664	0.905824	0.896778	0.896206	0.916955	0.900302
0.922844	0.905999	0.900609	0.898073	0.915841	0.898681
0.913711	0.905111	0.898978	0.897062	0.913490	0.895017
0.919354	0.911149	0.900220	0.896400	0.913025	0.896165
0.913745	0.904524	0.898165	0.894930	0.916294	0.896542
0.915353	0.907317	0.901262	0.898198	0.910485	0.898145
0.913821	0.904980	0.901786	0.895857	0.910052	0.899976
0.914978	0.907814	0.899181	0.898355	0.912564	0.896803
0.912412	0.909802	0.898587	0.899590	0.912689	0.896189
0.915638	0.908460	0.897840	0.896941	0.923333	0.908302
0.923874	0.914762	0.911260	0.906877	0.921399	0.911047
0.914589	0.907820	0.898112	0.898526	0.909844	0.897494
0.915637	0.910359	0.899146	0.895636	0.917942	0.898766
0.916203	0.908649	0.900209	0.897968	0.926900	0.896449
0.914235	0.904451	0.900982	0.900974	0.909814	0.898328
0.913875	0.911265	0.899596	0.894398	0.909579	0.898389
0.914998	0.908725	0.899638	0.895528	0.924675	0.901233
0.915061	0.904593	0.899241	0.897915	0.915315	0.897123
0.915395	0.906868	0.900310	0.896025	0.925144	0.902164
0.912461	0.908278	0.899169	0.900074	0.912548	0.898736
0.913909	0.905113	0.900054	0.903621	0.918007	0.915522
