6.277249	79
6.277249	122
6.277249	110
7.954556	103
6.873501	133
6.277249	122
9.822702	134
7.969522	103
6.277249	99
7.954556	104
6.873501	133
7.217427	105
7.334122	122
7.334122	108
6.277249	105
8.580988	118
6.277249	97
6.277249	110
7.842149	126
6.277249	116
6.277249	118
7.954556	107
9.476314	107
8.540634	87
7.042122	111
7.954556	126
7.954556	95
8.540634	109
8.879693	102
6.277249	100
7.748669	149
6.277249	118
6.277249	115
6.277249	128
9.184908	99
7.042125	114
10.509774	96
7.969522	104
7.748669	120
7.042123	136
7.443601	115
9.367617	98
9.871239	118
7.334122	114
7.969522	90
7.818839	114
6.277249	99
6.277249	112
8.879693	119
6.277249	143
7.217427	138
8.950917	99
6.277249	108
6.277249	109
6.277249	116
7.954556	120
6.736768	121
7.954556	125
6.457932	130
7.334122	137
6.277249	91
7.969522	106
6.277249	104
7.978303	116
7.741552	122
6.277249	75
7.042122	125
7.475346	117
6.277249	123
7.842151	125
6.277249	100
9.845948	122
9.369431	99
6.277249	73
7.954556	91
8.879693	142
8.790559	126
6.277249	88
7.334122	120
6.277249	98
7.452754	113
6.277249	119
6.736768	110
9.369431	131
9.462705	99
6.277249	98
6.736768	124
6.277249	123
10.174066	97
6.277249	95
7.217427	101
7.954556	91
6.277249	86
7.475346	96
7.042125	104
6.683236	107
10.150192	110
7.954556	116
7.954556	135
6.277249	113
