        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0937500000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0625000000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0937500000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0937500000
        0.0025600000        0.0937500000
        0.0025600000        0.0937500000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0625000000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0625000000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0625000000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0781250000
        0.0025600000        0.0937500000
        0.0025600000        0.0781250000
