48.323016	51.773839	41.447087
47.705924	51.841899	41.485295
47.831462	51.832666	41.650031
48.080554	52.107639	43.825714
53.824324	51.894290	41.536195
47.969723	51.780856	41.589129
48.609314	51.862387	41.640499
48.198533	51.739628	41.552570
47.905438	51.968186	41.492292
47.876627	51.861746	41.458781
47.926830	51.700299	41.452023
47.969254	51.803213	41.466675
48.018875	51.914158	41.615237
47.736048	51.765447	41.505567
47.988913	51.903896	41.677532
47.728197	52.403460	41.454363
47.797461	51.826969	41.711868
47.711658	51.802151	41.512870
48.304153	52.006737	41.488184
48.159267	51.960582	41.794808
47.888980	51.762736	41.477545
48.330768	51.979952	41.519029
48.008977	51.952010	41.703314
47.848937	51.712861	41.475500
47.946337	51.840390	41.535276
47.793875	52.813575	41.475606
47.998161	51.906525	41.807495
47.618729	51.611090	41.403746
47.877928	51.757859	41.444873
48.154235	51.788630	41.470666
47.828189	51.811862	41.545608
49.380281	52.098537	41.546727
47.699213	51.655626	41.458994
47.969444	51.853344	41.508881
47.955665	51.793880	41.490801
47.797036	52.072885	41.510140
47.976712	52.091158	41.474926
47.932214	51.700308	41.433187
48.159159	51.876885	41.591250
47.926233	52.235569	41.997803
47.781651	51.742234	41.518238
47.960285	52.136637	41.538600
47.771646	51.757517	41.443254
47.883395	51.896176	41.552078
47.780218	51.863902	41.480513
47.992256	51.743861	41.582382
47.904994	51.920796	41.592886
47.812286	51.824098	41.550308
48.049379	52.077749	41.686092
47.875216	51.701471	41.542445
48.037414	51.823529	41.611885
47.796226	51.751021	41.428046
48.201701	51.890320	41.576995
47.673268	51.738255	41.504699
47.935427	52.335895	41.617637
47.911078	51.844513	41.414838
47.896959	52.392365	41.732596
48.648357	51.646033	41.494802
49.358854	52.836503	41.804335
48.677079	51.899420	41.588739
48.122613	52.028263	41.549699
48.170937	52.160023	41.555947
48.225216	52.189245	41.603758
48.820348	51.901057	41.777758
47.998223	51.853848	41.499312
48.175049	51.893163	41.585927
49.049296	51.970044	41.605173
47.815361	51.969751	41.525662
47.873985	51.893325	41.487688
47.930116	52.030823	41.511962
48.108054	51.768595	41.563137
47.991802	53.388004	42.108808
48.708417	52.525622	41.886403
48.538866	51.756313	41.502848
48.279886	52.039787	41.632241
47.973882	51.822064	41.481516
48.314294	52.013632	41.558497
48.027374	52.033729	41.484428
48.178151	51.956123	41.511169
48.334623	52.027938	41.668263
48.367206	52.361030	41.524622
48.241433	51.829216	41.497097
48.287698	51.872633	41.653566
48.124858	51.891119	41.543353
48.194589	51.952410	41.612860
48.047839	51.803063	41.532357
48.224340	51.875045	41.495717
48.117991	52.020038	41.486673
48.288060	52.090645	41.631483
48.095963	52.085192	41.536190
48.107898	51.788027	41.473341
48.164733	52.221407	41.589935
48.437327	51.996950	41.587250
47.945841	51.759866	41.497519
48.216576	52.285357	41.957403
50.882680	52.434804	41.692959
48.300118	52.000888	41.609151
48.091072	51.897924	41.489239
48.212775	52.259748	41.762185
48.203385	52.290695	41.675934
