3.018483	8.818660	1.387127
2.229339	8.786895	1.386891
2.228767	8.690471	1.380183
2.083152	8.676597	1.382286
2.072494	8.889658	1.379360
2.296566	8.949031	1.397011
2.315189	8.855528	1.374446
2.291267	8.853516	1.388553
2.128379	8.826545	1.379561
2.212153	8.742398	1.376787
2.152612	8.882409	1.395831
2.290764	8.669584	1.378019
2.276202	9.191277	1.380402
2.072614	8.684842	1.386148
2.205647	8.797632	1.378758
2.127510	8.907370	1.382160
2.166767	8.810073	1.384812
2.313992	8.932802	1.394495
2.142502	8.869941	1.392742
2.174179	8.854920	1.384526
2.349498	8.875341	1.384544
2.165100	8.800426	1.381861
2.193005	8.732140	1.403840
2.367127	8.827416	1.377451
2.272225	8.691914	1.377357
2.237534	8.826750	1.382272
2.085008	8.669766	1.377286
2.281664	8.662186	1.378146
2.184526	8.816129	1.395816
2.227453	8.779338	1.374001
2.381113	8.886438	1.384631
2.370629	8.652217	1.378171
2.163987	8.766089	1.375925
2.140446	8.848577	1.377225
2.117995	8.766841	1.389946
2.120118	8.813952	1.381948
2.093852	8.829613	1.382730
2.233608	8.868261	1.385454
2.149046	8.625550	1.375356
2.075121	8.891711	1.389183
2.144447	8.825585	1.380216
2.334664	8.725005	1.375320
2.072142	8.748135	1.398177
2.098377	8.638469	1.375283
2.115637	8.781672	1.385806
2.563486	8.640917	1.380790
2.116563	8.810787	1.377958
2.319875	8.838929	1.375677
2.272165	8.681985	1.385886
2.121885	8.835857	1.378617
2.283479	8.914944	1.380436
2.454875	8.654163	1.380665
2.247781	8.979380	1.441728
2.261506	8.735289	1.377170
2.585859	8.683658	1.376781
2.310684	8.781743	1.384376
2.128804	9.300192	1.359681
2.257152	8.684779	1.361411
2.101082	8.583009	1.358826
2.033790	8.448045	1.361268
2.276847	8.693271	1.360349
2.520776	8.465028	1.357439
2.520646	8.509524	1.359360
2.059180	8.661424	1.360603
2.063513	8.694766	1.357941
2.521901	8.544171	1.372968
2.131398	8.733197	1.361452
2.132126	8.692629	1.372333
2.032062	8.495028	1.358437
2.051881	8.645288	1.360254
2.496551	8.449349	1.359958
2.271654	8.782679	1.372697
2.049435	8.660637	1.375290
2.115079	8.449270	1.361026
2.192273	8.409855	1.362031
2.064075	8.752656	1.373638
2.209819	8.430804	1.360911
2.099722	8.601401	1.359822
2.101727	8.482411	1.365703
2.245320	8.621896	1.358633
2.099645	8.659593	1.362806
2.509833	8.451775	1.360506
2.299009	8.711624	1.362308
2.193535	8.569475	1.367078
2.030518	8.657158	1.360417
2.087149	8.620168	1.359057
2.175904	8.415790	1.358658
2.060415	8.635415	1.359734
2.303998	8.644545	1.358232
2.212228	8.686925	1.368354
2.296480	8.661308	1.358131
2.199228	8.473302	1.359197
2.059096	8.694655	1.363050
2.209600	8.739191	1.360537
2.225212	8.597213	1.358942
2.093606	8.696213	1.361760
2.065166	8.621560	1.358415
2.513167	8.465519	1.362114
2.271765	8.602646	1.360263
2.083423	8.587688	1.366573
