0.178176	0.204755
0.174807	0.174810
0.175688	0.180516
0.174205	0.176578
0.172205	0.177634
0.173540	0.184731
0.175248	0.178297
0.173008	0.176795
0.172973	0.177769
0.194665	0.197984
0.176240	0.177960
0.173556	0.175859
0.173306	0.179733
0.174420	0.206761
0.199426	0.210821
0.174554	0.180876
0.174679	0.175015
0.174689	0.195001
0.175212	0.177113
0.174039	0.175913
0.176904	0.177144
0.177513	0.177379
0.175153	0.180617
0.174197	0.177286
0.189131	0.185161
0.211120	0.190920
0.181403	0.181639
0.187496	0.180248
0.180115	0.180575
0.181373	0.175606
0.198090	0.194078
0.206352	0.199066
0.192987	0.197018
0.193752	0.195100
0.194540	0.195833
0.194265	0.196506
0.192445	0.194459
0.207145	0.197237
0.174420	0.183918
0.178079	0.181455
0.175275	0.180185
0.176291	0.183854
0.178183	0.175600
0.186712	0.182764
0.174582	0.180034
0.175594	0.177778
0.177852	0.179374
0.177724	0.184958
0.178482	0.182175
0.175995	0.177363
0.177008	0.179883
0.173460	0.177994
0.173942	0.178610
0.173378	0.181721
0.173590	0.177521
0.174270	0.185595
0.173173	0.176637
0.173454	0.179704
0.173430	0.174150
0.174346	0.179007
0.174145	0.176293
0.174303	0.175606
0.174033	0.175095
0.172559	0.173675
0.178148	0.180219
0.174820	0.174073
0.174009	0.174642
0.176665	0.176573
0.176909	0.178013
0.174408	0.179816
0.177441	0.177680
0.179893	0.176986
0.174742	0.181270
0.175435	0.176487
0.173050	0.173779
0.173853	0.176762
0.174224	0.177140
0.176964	0.176128
0.176972	0.178991
0.174593	0.178822
0.173845	0.177875
0.172790	0.178234
0.176089	0.178972
0.174016	0.177668
0.174510	0.178323
0.174645	0.177289
0.175105	0.175939
0.173849	0.176583
0.174361	0.174474
0.176373	0.177681
0.173355	0.176216
0.175335	0.176945
0.175679	0.175665
0.172957	0.177718
0.175322	0.180934
0.174088	0.177254
0.176557	0.177688
0.174083	0.177435
0.173316	0.174994
0.172296	0.178892
